file_name,Barrier,BDE,E12,E13,E14,E15,E16,Q07,Q08,B06,V07,V08,V09,E01,E02,E03,E04,E05,E06,Q01,Q02,Q03,Q04,B01,B02,B03,V01,V02,V03,E17,E18,E19,E20,E21,E22,Q09,Q10,Q11,Q12,B07,B08,B09,V10,V11,V12,E07,E08,E09,E10,E11,Q05,Q06,B04,B05,V04,V05,V06
d,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
meta,class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S03-N5-P2,18.8,-2.06,-0.502103,0.530426,0.266994,0.39871,3.796046,0.0082,0.30485,1.0096,0.6977,0.4278,0.2297,-0.270334,0.06058,-0.104877,0.165457,6.043866382,0.033239,-0.40749,-0.01074,0.02584,-0.03658,1.0234,0.9206,0.9715,0.5472,0.3116,0.1665,-0.535219,-0.124452,-0.329836,0.205384,4.868928446,0.26485,-0.33523,0.01501,0.09441,-0.0794,0.8762,0.7761,0.9096,0.6974,0.4295,0.2347,-0.249697,0.28959,-0.014418,0.137586,3.289387,-0.09063,0.6318,1.019,1.0646,0.5337,0.3041,0.1617
S11-O4-P2,16.1,-9.56,-0.354855,0.40885,0.052279,0.230565,2.804491,-0.26608,0.5218,1.0454,0.453,0.3032,0.162,-0.328293,0.06694,-0.130677,0.197617,5.060293396,0.043206,-0.4329,0.00754,0.08951,-0.08197,1.0084,0.934,0.9704,0.5259,0.2836,0.1481,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.05406,-0.72213,0.49017,0.05032,0.43985,0.8515,0.7787,0.9242,0.4664,0.3103,0.1663,-0.247413,0.291331,-0.020716,0.135308,3.204645,-0.11945,0.63117,1.018,1.0593,0.5176,0.2761,0.1431
S11-O5-P2,12.6,-11.16,-0.173906,0.263127,-0.076388,0.093369,2.945378,-0.74806,0.36607,0.9513,0.3663,0.2087,0.1071,-0.328293,0.06694,-0.130677,0.197617,5.060293396,0.043206,-0.4329,0.00754,0.08951,-0.08197,1.0084,0.934,0.9704,0.5259,0.2836,0.1481,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.3757,0.2199,0.1125,-0.247413,0.291331,-0.020716,0.135308,3.204645,-0.11945,0.63117,1.018,1.0593,0.5176,0.2761,0.1431
S16-S1-P2,20.2,11.22,-0.318606,0.396008,0.07882,0.237414,3.152704,0.16274,0.73117,1.0379,0.3742,0.227,0.1467,-0.296138,0.052138,-0.122,0.174138,5.742571983,0.042736,-0.38999,-0.01411,0.05909,-0.0732,1.0182,0.9283,0.9731,0.5596,0.3276,0.1826,-0.307959,0.016112,-0.145924,0.162036,6.171468069,0.065707,-0.0155,0.75741,0.29638,0.46103,0.9899,0.9674,1.0123,0.3955,0.2352,0.1482,-0.237823,0.277238,-0.022536,0.127351,3.335846,-0.07025,0.61805,1.0201,1.0613,0.5446,0.3194,0.1778
S16-S2-P2,19.7,9.14,-0.303311,0.355829,0.092906,0.224367,3.803395,-0.29168,0.60318,0.9586,0.4823,0.4049,0.3234,-0.296138,0.052138,-0.122,0.174138,5.742571983,0.042736,-0.38999,-0.01411,0.05909,-0.0732,1.0182,0.9283,0.9731,0.5596,0.3276,0.1826,-0.296252,0.044579,-0.125837,0.170416,5.867993616,0.046459,-0.49229,0.49248,0.06897,0.42351,0.9241,0.9615,0.8867,0.5032,0.4125,0.3268,-0.237823,0.277238,-0.022536,0.127351,3.335846,-0.07025,0.61805,1.0201,1.0613,0.5446,0.3194,0.1778
S16-S3-P2,19.3,10.89,-0.335504,0.419854,0.086452,0.253153,2.999382,0.18078,0.82371,1.0583,0.3862,0.2366,0.1415,-0.296138,0.052138,-0.122,0.174138,5.742571983,0.042736,-0.38999,-0.01411,0.05909,-0.0732,1.0182,0.9283,0.9731,0.5596,0.3276,0.1826,-0.323706,0.032206,-0.14575,0.177956,5.619366585,0.059686,0.00069,0.8074,0.30799,0.49941,1.0009,0.9691,1.0327,0.408,0.2463,0.1468,-0.237823,0.277238,-0.022536,0.127351,3.335846,-0.07025,0.61805,1.0201,1.0613,0.5446,0.3194,0.1778
S17-O4-P2,18.9,-4.27,-0.354855,0.40885,0.052279,0.230565,2.804491,-0.26608,0.5218,1.0454,0.453,0.3032,0.162,-0.328017,0.072055,-0.127981,0.200036,4.999100162,0.04094,-0.61217,-0.02561,0.0581,-0.08371,1.0316,0.939,0.9631,0.4009,0.2129,0.1395,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.05406,-0.72213,0.49017,0.05032,0.43985,0.8515,0.7787,0.9242,0.4664,0.3103,0.1663,-0.260815,0.310313,-0.020748,0.144782,3.020591,-0.29137,0.7272,0.9934,1.0706,0.3838,0.2057,0.1358
S18-O4-P2,14.6,-11.2,-0.354855,0.40885,0.052279,0.230565,2.804491,-0.26608,0.5218,1.0454,0.453,0.3032,0.162,-0.333592,0.073325,-0.130134,0.203459,4.914995159,0.041617,-0.10974,-0.01527,0.15125,-0.16652,1.0002,0.9318,0.9522,0.4888,0.2563,0.1327,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.05406,-0.72213,0.49017,0.05032,0.43985,0.8515,0.7787,0.9242,0.4664,0.3103,0.1663,-0.23893,0.283739,-0.036646,0.123547,3.121245,0.07021,0.55217,0.9937,1.0265,0.4698,0.2478,0.1277
S23-O5-P2,12.2,-8.79,-0.173906,0.263127,-0.076388,0.093369,2.945378,-0.74806,0.36607,0.9513,0.3663,0.2087,0.1071,-0.319045,0.07021,-0.124418,0.194628,5.138006864,0.039768,-0.42565,0.02715,0.04352,-0.01637,1.017,0.9256,0.9704,0.5583,0.3235,0.1783,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.3757,0.2199,0.1125,-0.24929,0.289941,-0.013863,0.138039,3.291596,-0.09848,0.61659,1.018,1.0598,0.546,0.317,0.1737
S23-O5-P3,10.6,-9.84,-0.173906,0.263127,-0.076388,0.093369,2.945378,-0.74806,0.36607,0.9513,0.3663,0.2087,0.1071,-0.319045,0.07021,-0.124418,0.194628,5.138006864,0.039768,-0.39671,-0.01882,0.11119,-0.13001,1.017,0.9283,0.9727,0.5639,0.3306,0.1786,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.3757,0.2199,0.1125,-0.242574,0.281934,-0.014711,0.133612,3.371033,-0.07826,0.59974,1.0204,1.0602,0.5507,0.324,0.174
S24-O5-P2,14.7,-17.1,-0.173906,0.263127,-0.076388,0.093369,2.945378,-0.74806,0.36607,0.9513,0.3663,0.2087,0.1071,-0.323824,0.010103,-0.156861,0.166964,5.989315062,0.073684,-0.53934,0.04729,-0.0351,0.08239,0.9951,0.9045,0.9508,0.552,0.3331,0.1834,-0.154503,0.216427,0.030962,0.185465,5.39185291,0.002584,-0.92775,0.06679,0.16969,-0.1029,0.714,0.7838,0.6442,0.3757,0.2199,0.1125,-0.300847,0.341585,0.054767,0.198176,3.486532,-0.10211,0.47331,1.0593,1.1914,0.5443,0.3278,0.1783
S33-S1-P2,26.7,15.8,-0.318606,0.396008,0.07882,0.237414,3.152704,0.16274,0.73117,1.0379,0.3742,0.227,0.1467,-0.372371,0.048707,-0.161832,0.210539,4.74971383,0.062197,-0.50018,-0.03023,0.01753,-0.04776,1.0074,0.914,0.9561,0.5778,0.3132,0.162,-0.307959,0.016112,-0.145924,0.162036,6.171468069,0.065707,-0.0155,0.75741,0.29638,0.46103,0.9899,0.9674,1.0123,0.3955,0.2352,0.1482,-0.306476,0.353153,0.026962,0.190057,3.065689,-0.14807,0.62986,1.0008,1.0551,0.5631,0.3044,0.1573
S33-S3-P2,27.4,15.47,-0.335504,0.419854,0.086452,0.253153,2.999382,0.18078,0.82371,1.0583,0.3862,0.2366,0.1415,-0.372371,0.048707,-0.161832,0.210539,4.74971383,0.062197,-0.50018,-0.03023,0.01753,-0.04776,1.0074,0.914,0.9561,0.5778,0.3132,0.162,-0.323706,0.032206,-0.14575,0.177956,5.619366585,0.059686,0.00069,0.8074,0.30799,0.49941,1.0009,0.9691,1.0327,0.408,0.2463,0.1468,-0.306476,0.353153,0.026962,0.190057,3.065689,-0.14807,0.62986,1.0008,1.0551,0.5631,0.3044,0.1573
S38-S2-P2,16.4,-3.52,-0.303311,0.355829,0.092906,0.224367,3.803395,-0.29168,0.60318,0.9586,0.4823,0.4049,0.3234,-0.270231,0.003855,-0.133188,0.137043,7.29697978,0.064721,-0.42757,-0.03413,-0.01347,-0.02066,1.0158,0.9107,0.9638,0.6052,0.4079,0.2654,-0.296252,0.044579,-0.125837,0.170416,5.867993616,0.046459,-0.49229,0.49248,0.06897,0.42351,0.9241,0.9615,0.8867,0.5032,0.4125,0.3268,-0.224772,0.255201,0.014653,0.134927,4.157174,-0.11356,0.37105,1.1344,1.4239,0.5921,0.4082,0.263
S81-O4-P1,13.5,-34.56,-0.354855,0.40885,0.052279,0.230565,2.804491,-0.26608,0.5218,1.0454,0.453,0.3032,0.162,-0.27303,-0.017132,-0.145081,0.127949,7.815614034,0.082253,0.05595,-0.02358,-0.00407,-0.01951,0.9941,0.898,0.9588,0.6136,0.4037,0.2789,-0.344746,0.051886,-0.14643,0.198316,5.042457492,0.05406,-0.72213,0.49017,0.05032,0.43985,0.8515,0.7787,0.9242,0.4664,0.3103,0.1663,-0.221288,0.248518,0.057282,0.1529,5.229141,0.38045,0.23116,1.1431,1.1811,0.6024,0.4021,0.2787
S82-N4-P1,16.5,-10.44,-0.318333,0.365093,0.080353,0.222723,3.511976,-0.232,0.39013,1.1061,0.5335,0.3083,0.1968,-0.321725,-0.055551,-0.188638,0.133087,7.513881897,0.133688,-0.38868,-0.0033,-0.0018,-0.0015,1.0162,0.9255,0.968,0.6133,0.4142,0.2683,-0.313836,-0.012446,-0.163141,0.150695,6.635920236,0.088307,-0.60941,0.12767,0.04001,0.08766,0.9946,0.8169,1.0835,0.5474,0.3166,0.2005,-0.242653,0.272092,0.029144,0.150618,4.116107,-0.06034,0.52329,1.0127,1.0567,0.6007,0.411,0.2649
S82-N4-P2,18.9,-7.56,-0.318333,0.365093,0.080353,0.222723,3.511976,-0.232,0.39013,1.1061,0.5335,0.3083,0.1968,-0.321725,-0.055551,-0.188638,0.133087,7.513881897,0.133688,-0.59144,-0.00466,-0.00265,-0.00201,1.0196,0.9415,0.9614,0.7616,0.4598,0.2753,-0.313836,-0.012446,-0.163141,0.150695,6.635920236,0.088307,-0.60941,0.12767,0.04001,0.08766,0.9946,0.8169,1.0835,0.5474,0.3166,0.2005,-0.259968,0.299228,0.028942,0.164085,3.699785,-0.25973,0.61103,0.99,1.056,0.4482,0.2868,0.192
S83-O6-P1,9.2,-21.88,-0.337229,0.437064,0.109588,0.273326,3.053659,-0.37776,0.29842,1.3896,0.3735,0.2323,0.1573,-0.315021,0.052672,-0.131175,0.183847,5.439305509,0.046797,-0.0732,-0.06027,0.00308,-0.06335,0.9976,0.9344,0.9518,0.5344,0.3589,0.2674,-0.322334,-0.028351,-0.175343,0.146992,6.803091325,0.104581,-0.68241,0.02108,0.04305,-0.02197,0.888,0.7369,1.039,0.3977,0.2454,0.1647,-0.213658,0.242657,-0.043849,0.099404,3.490328,0.10392,0.53606,0.9917,1.0279,0.524,0.3567,0.2662
S84-S2-P1,13.4,-3.98,-0.303311,0.355829,0.092906,0.224367,3.803395,-0.29168,0.60318,0.9586,0.4823,0.4049,0.3234,-0.278375,0.050517,-0.113929,0.164446,6.081023558,0.039465,-0.43439,-0.06414,-0.02853,-0.03561,1.0322,0.9122,0.966,0.5949,0.4059,0.2738,-0.296252,0.044579,-0.125837,0.170416,5.867993616,0.046459,-0.49229,0.49248,0.06897,0.42351,0.9241,0.9615,0.8867,0.5032,0.4125,0.3268,-0.207549,0.238182,0.005818,0.122,4.303593,-0.15113,0.36347,1.1457,1.4682,0.5868,0.4021,0.2714
